id,timestamp,co2,humidity,temperature
1,2023-11-18 14:00:00,415.0,29.1504,21.3815
2,2023-11-18 14:30:00,438.0,26.700866666666663,21.2137
3,2023-11-18 15:00:00,422.0,24.91863333333333,21.455366666666663
4,2023-11-18 15:30:00,414.0,24.5524,21.629933333333337
5,2023-11-18 16:00:00,417.3333333333333,24.4873,21.697066666666668
6,2023-11-18 16:30:00,411.0,25.8138,21.7743
7,2023-11-18 17:00:00,417.6666666666667,27.343766666666667,21.37816666666667
8,2023-11-18 17:30:00,411.3333333333333,27.750633333333337,21.499033333333333
9,2023-11-18 18:00:00,415.3333333333333,28.5319,21.666833333333333
10,2023-11-18 18:30:00,413.6666666666667,28.6784,21.8179
11,2023-11-18 19:00:00,417.3333333333333,29.02286666666667,21.948866666666664
12,2023-11-18 19:30:00,417.6666666666667,29.20736666666667,22.026066666666665
13,2023-11-18 20:00:00,419.0,29.144966666666665,22.0999
14,2023-11-18 20:30:00,419.3333333333333,29.248033333333336,21.9858
15,2023-11-18 21:00:00,419.3333333333333,29.20733333333333,21.92873333333333
16,2023-11-18 21:30:00,413.6666666666667,28.930633333333333,21.918666666666667
17,2023-11-18 22:00:00,421.3333333333333,34.22853333333334,19.4513
18,2023-11-18 22:30:00,413.3333333333333,36.57226666666667,18.40393333333333
19,2023-11-18 23:00:00,410.0,37.7116,18.0145
20,2023-11-18 23:30:00,409.0,37.59763333333333,17.779533333333333
21,2023-11-19 00:00:00,410.3333333333333,37.03613333333333,17.769499999999997
22,2023-11-19 00:30:00,411.0,38.1266,17.655366666666666
23,2023-11-19 01:00:00,408.3333333333333,38.83463333333333,17.47406666666667
24,2023-11-19 01:30:00,413.3333333333333,38.45213333333333,17.6419
25,2023-11-19 02:00:00,411.6666666666667,38.8102,17.6889
26,2023-11-19 02:30:00,417.0,40.25066666666667,17.521066666666666
27,2023-11-19 03:00:00,414.3333333333333,40.660266666666665,17.37
28,2023-11-19 03:30:00,420.0,40.95863333333333,17.4472
29,2023-11-19 04:00:00,419.0,40.93423333333333,17.578100000000003
30,2023-11-19 04:30:00,410.3333333333333,41.25976666666667,17.662033333333333
31,2023-11-19 05:00:00,413.0,41.65036666666666,17.534466666666663
32,2023-11-19 05:30:00,416.6666666666667,41.7155,17.682199999999998
33,2023-11-19 06:00:00,410.0,38.989266666666666,18.5147
34,2023-11-19 06:30:00,414.0,37.0687,19.739966666666668
35,2023-11-19 07:00:00,415.6666666666667,36.11656666666667,20.50873333333333
36,2023-11-19 07:30:00,418.3333333333333,34.81446666666667,21.07603333333333
37,2023-11-19 08:00:00,423.3333333333333,34.399433333333334,21.51243333333333
38,2023-11-19 08:30:00,425.3333333333333,34.31806666666667,21.87833333333333
39,2023-11-19 09:00:00,422.3333333333333,34.016933333333334,22.173766666666666
40,2023-11-19 09:30:00,424.0,34.204100000000004,22.0764
41,2023-11-19 10:00:00,423.6666666666667,33.919266666666665,22.2107
42,2023-11-19 10:30:00,423.3333333333333,33.7809,22.113333333333333
43,2023-11-19 11:00:00,419.0,33.21126666666667,22.13683333333333
44,2023-11-19 11:30:00,421.3333333333333,32.649766666666665,22.214033333333333
45,2023-11-19 12:00:00,424.6666666666667,32.674166666666665,22.1838
46,2023-11-19 12:30:00,424.3333333333333,32.584633333333336,22.2409
47,2023-11-19 13:00:00,424.3333333333333,32.755500000000005,22.14356666666667
48,2023-11-19 13:30:00,428.6666666666667,32.38933333333333,22.2577
49,2023-11-19 14:00:00,419.6666666666667,32.54396666666667,22.17713333333333
50,2023-11-19 14:30:00,420.0,32.64163333333334,22.113366666666668
51,2023-11-19 15:00:00,418.3333333333333,32.42733333333333,22.1973
52,2023-11-19 15:30:00,423.6666666666667,32.29163333333333,22.26776666666667
53,2023-11-19 16:00:00,422.6666666666667,32.91826666666666,22.05626666666667
54,2023-11-19 16:30:00,421.3333333333333,33.09733333333333,22.22746666666667
55,2023-11-19 17:00:00,419.6666666666667,34.375,22.05963333333333
56,2023-11-19 17:30:00,411.3333333333333,33.8135,22.214033333333333
57,2023-11-19 18:00:00,409.6666666666667,33.333333333333336,22.261066666666665
58,2023-11-19 18:30:00,408.6666666666667,33.081066666666665,22.12003333333333
59,2023-11-19 19:00:00,407.0,32.641600000000004,22.173766666666666
60,2023-11-19 19:30:00,406.3333333333333,32.712133333333334,22.190566666666665
61,2023-11-19 20:00:00,408.0,32.430033333333334,22.251
62,2023-11-19 20:30:00,411.3333333333333,32.584666666666664,22.0865
63,2023-11-19 21:00:00,411.3333333333333,32.41373333333333,22.22746666666667
64,2023-11-19 21:30:00,411.6666666666667,32.7962,22.02606666666667
65,2023-11-19 22:00:00,413.6666666666667,37.28026666666667,19.87763333333333
66,2023-11-19 22:30:00,407.3333333333333,40.12043333333333,18.581866666666667
67,2023-11-19 23:00:00,406.0,41.0319,18.199166666666667
68,2023-11-19 23:30:00,407.3333333333333,41.780566666666665,17.917199999999998
69,2023-11-20 00:00:00,407.3333333333333,41.357400000000005,17.930633333333333
70,2023-11-20 00:30:00,407.6666666666667,42.40723333333333,17.6587
71,2023-11-20 01:00:00,410.3333333333333,42.19563333333333,17.722466666666666
72,2023-11-20 01:30:00,406.3333333333333,41.894533333333335,17.8299
73,2023-11-20 02:00:00,409.6666666666667,42.2743,17.648633333333333
74,2023-11-20 02:30:00,411.6666666666667,42.732733333333336,17.47406666666667
75,2023-11-20 03:00:00,412.6666666666667,42.65136666666667,17.450566666666667
76,2023-11-20 03:30:00,411.0,42.32586666666666,17.500933333333332
